客户ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Segment
12976,74,10,957.6700000000001,1,2,1,挽留
12977,14,10,1478.6,3,2,1,发展
12978,25,12,39312.100000000006,2,3,4,保持
12979,15,13,2123.3,3,3,2,发展
12980,40,13,3512.02,2,3,3,保持
12981,9,13,2355.81,4,3,2,发展
12982,23,6,919.71,3,1,1,一般
12983,42,14,17282.44,2,4,4,保持
12984,16,7,1416.3000000000002,3,1,1,一般
12985,40,13,16249.75,2,3,4,保持
12986,45,10,4773.66,2,2,3,一般
12987,4,12,966.09,4,3,1,发展
12988,31,13,2150.3,2,3,2,一般
12989,27,16,4855.99,2,4,3,保持
12990,23,12,4816.96,3,3,3,高价值
12991,15,13,1810.31,3,3,2,发展
12992,23,7,2529.75,3,1,2,一般
12993,111,8,1438.79,1,1,1,挽留
12994,34,15,1380.1399999999999,2,4,1,一般
12995,38,9,873.11,2,2,1,挽留
12996,19,11,3623.25,3,2,3,发展
12997,78,13,14064.96,1,3,3,保持
12998,1,10,37388.87,4,2,4,发展
12999,1,13,2240.07,4,3,2,发展
13000,25,15,7729.349999999999,2,4,3,保持
13001,9,4,651.7,4,1,1,一般
13002,33,9,21580.25,2,2,4,一般
13003,52,10,1508.9,1,2,1,挽留
13004,71,5,12436.85,1,1,3,一般
13005,3,16,23245.25,4,4,4,高价值
13006,50,11,5021.99,1,2,3,一般
13007,100,10,2374.11,1,2,2,挽留
13008,61,19,53823.270000000004,1,4,4,保持
13009,65,16,4667.49,1,4,3,保持
13010,62,8,4144.85,1,1,3,一般
13011,22,16,49849.55,3,4,4,高价值
13012,6,14,2938.73,4,4,2,发展
13013,19,9,4714.88,3,2,3,发展
13014,4,10,16450.309999999998,4,2,4,发展
13015,39,16,61759.57,2,4,4,保持
13016,34,11,3247.11,2,2,2,挽留
13017,2,10,4490.639999999999,4,2,3,发展
13018,38,11,2738.4,2,2,2,挽留
13019,27,9,39654.1,2,2,4,一般
13020,22,9,3444.13,3,2,2,发展
13021,18,7,10800.050000000001,3,1,3,一般
13022,21,11,14519.109999999999,3,2,4,发展
13023,57,11,966.06,1,2,1,挽留
13024,8,12,2426.35,4,3,2,发展
13025,5,8,3482.9900000000002,4,1,2,一般
13026,30,11,30818.2,2,2,4,一般
13027,4,14,34159.15,4,4,4,高价值
13028,55,9,2373.45,1,2,2,挽留
13029,3,13,3687.75,4,3,3,高价值
13030,46,13,5146.95,2,3,3,保持
13031,250,3,1730.92,1,1,2,挽留
13032,33,12,7287.72,2,3,3,保持
13033,14,5,49681.53,3,1,4,一般
13034,7,10,9401.89,4,2,3,发展
13035,79,9,1468.41,1,2,1,挽留
13036,22,6,808.6999999999999,3,1,1,一般
13037,17,11,8610.69,3,2,3,发展
13038,37,10,13529.17,2,2,3,一般
13039,29,10,1420.41,2,2,1,挽留
13040,20,9,74352.6,3,2,4,发展
13041,36,20,12274.2,2,4,3,保持
13042,44,9,8645.21,2,2,3,一般
13043,5,14,1934.49,4,4,2,发展
13044,26,11,1104.76,2,2,1,挽留
13045,26,9,13661.11,2,2,3,一般
13046,15,17,33483.7,3,4,4,高价值
13047,2,6,363.5,4,1,1,一般
13048,50,9,627.0799999999999,1,2,1,挽留
13049,62,9,1973.5500000000002,1,2,2,挽留
13050,20,16,2249.26,3,4,2,发展
13051,32,12,2418.09,2,3,2,一般
13052,14,11,1761.7,3,2,2,发展
13053,29,12,29983.09,2,3,4,保持
13054,1,11,1144.4,4,2,1,发展
13055,16,18,4268.860000000001,3,4,3,高价值
13056,21,9,4060.2000000000003,3,2,3,发展
13057,6,8,1819.27,4,1,2,一般
13058,49,12,2897.1499999999996,2,3,2,一般
13059,1,14,2862.3,4,4,2,发展
13060,59,5,20132.88,1,1,4,一般
13061,47,11,1622.3100000000002,2,2,1,挽留
13062,1,7,554.54,4,1,1,一般
13063,17,14,2935.2200000000003,3,4,2,发展
13064,35,7,433.46,2,1,1,挽留
13065,81,9,3104.55,1,2,2,挽留
13066,14,14,1532.08,3,4,1,发展
13067,9,12,13384.14,4,3,3,高价值
13068,47,12,5809.51,2,3,3,保持
13069,22,12,5180.74,3,3,3,高价值
13070,16,10,4243.1,3,2,3,发展
13071,38,11,2935.26,2,2,2,挽留
13072,124,6,63035.72,1,1,4,一般
13073,7,9,3031.51,4,2,2,发展
13074,1,13,2170.8399999999997,4,3,2,发展
13075,27,13,18268.5,2,3,4,保持
13076,4,14,5069.13,4,4,3,高价值
13077,68,7,1089.46,1,1,1,挽留
13078,6,11,2167.84,4,2,2,发展
13079,93,7,5029.2,1,1,3,一般
13080,47,14,19345.879999999997,2,4,4,保持
13081,23,9,12894.0,3,2,3,发展
13082,10,10,800.0899999999999,4,2,1,发展
13083,66,8,2094.2,1,1,2,挽留
13084,38,13,2165.56,2,3,2,一般
13085,35,7,1698.84,2,1,2,挽留
13086,12,9,1117.45,3,2,1,发展
13087,40,8,2900.2599999999998,2,1,2,挽留
13088,2,13,1472.01,4,3,1,发展
13089,11,5,1484.3,3,1,1,一般
13090,5,5,1336.6,4,1,1,一般
13091,99,6,4516.9,1,1,3,一般
13092,89,9,1357.96,1,2,1,挽留
13093,27,9,91294.0,2,2,4,一般
13094,16,13,52335.0,3,3,4,高价值
13095,35,5,846.9300000000001,2,1,1,挽留
13096,21,15,2248.45,3,4,2,发展
13097,57,9,1900.6499999999999,1,2,2,挽留
13098,46,13,6322.09,2,3,3,保持
13099,24,6,1677.6100000000001,3,1,2,一般
13100,15,10,80463.36,3,2,4,发展
13101,49,15,51744.21,2,4,4,保持
13102,15,10,1804.28,3,2,2,发展
13103,4,15,2104.04,4,4,2,发展
13104,14,12,5778.44,3,3,3,高价值
13105,110,8,2826.35,1,1,2,挽留
13106,2,11,2461.64,4,2,2,发展
13107,79,10,1079.0,1,2,1,挽留
13108,23,17,5061.18,3,4,3,高价值
13109,11,9,1929.2,3,2,2,发展
13110,142,9,601.16,1,2,1,挽留
13111,49,11,3335.01,2,2,2,挽留
13112,37,8,1804.0700000000002,2,1,2,挽留
13113,22,12,20896.16,3,3,4,高价值
13114,79,17,7394.11,1,4,3,保持
13115,37,16,1704.91,2,4,2,一般
13116,45,17,18399.35,2,4,4,保持
13117,38,10,2906.01,2,2,2,挽留
13118,64,10,589.1,1,2,1,挽留
13119,69,15,20900.2,1,4,4,保持
13120,53,9,2209.99,1,2,2,挽留
13121,104,10,35065.1,1,2,4,一般
13122,7,11,2045.52,4,2,2,发展
13123,62,11,1041.5,1,2,1,挽留
13124,5,13,4531.3,4,3,3,高价值
13125,88,10,4741.5599999999995,1,2,3,一般
13126,119,11,39706.159999999996,1,2,4,一般
13127,118,5,1985.8,1,1,2,挽留
13128,3,10,10860.710000000001,4,2,3,发展
13129,7,11,3990.1800000000003,4,2,3,发展
13130,71,15,52325.950000000004,1,4,4,保持
13131,8,9,20926.47,4,2,4,发展
13132,51,7,758.43,1,1,1,挽留
13133,97,6,9839.3,1,1,3,一般
13134,171,4,254.35000000000002,1,1,1,挽留
13135,21,17,1639.79,3,4,1,发展
13136,14,10,5067.61,3,2,3,发展
13137,79,7,5110.06,1,1,3,一般
13138,50,10,18143.63,1,2,4,一般
13139,25,14,2547.63,2,4,2,一般
13140,44,15,6383.8,2,4,3,保持
13141,8,8,4353.8,4,1,3,一般
13142,91,5,1083.56,1,1,1,挽留
13143,75,12,14715.39,1,3,4,保持
13144,114,10,4452.93,1,2,3,一般
13145,2,13,84925.61,4,3,4,高价值
13146,10,15,2701.06,4,4,2,发展
13147,116,12,1271.7,1,3,1,一般
13148,209,3,392.45,1,1,1,挽留
13149,9,11,50580.06,4,2,4,发展
13150,94,10,1345.8,1,2,1,挽留
13151,58,13,35602.77,1,3,4,保持
13152,3,15,4016.11,4,4,3,高价值
13153,25,11,54280.2,2,2,4,一般
13154,21,17,9291.76,3,4,3,高价值
13155,28,15,4068.12,2,4,3,保持
13156,9,4,326.34999999999997,4,1,1,一般
13157,57,7,554.25,1,1,1,挽留
13158,48,11,1461.44,2,2,1,挽留
13159,74,11,17745.760000000002,1,2,4,一般
13160,82,11,1494.89,1,2,1,挽留
13161,21,9,14533.859999999999,3,2,4,发展
13162,38,13,19814.390000000003,2,3,4,保持
13163,28,11,4758.55,2,2,3,一般
13164,82,6,8697.84,1,1,3,一般
13165,30,16,2962.1400000000003,2,4,2,一般
13166,16,12,2126.12,3,3,2,发展
13167,35,9,920.6800000000001,2,2,1,挽留
13168,95,15,5890.48,1,4,3,保持
13169,47,10,4512.65,2,2,3,一般
13170,26,7,3580.94,2,1,3,一般
13171,8,19,41234.1,4,4,4,高价值
13172,18,14,2649.6,3,4,2,发展
13173,3,14,31767.02,4,4,4,高价值
13174,107,7,50152.649999999994,1,1,4,一般
13175,5,12,5032.74,4,3,3,高价值
13176,39,7,1605.02,2,1,1,挽留
13177,86,11,2161.32,1,2,2,挽留
13178,10,9,12953.8,4,2,3,发展
13179,1,13,36534.579999999994,4,3,4,高价值
13180,17,11,31103.31,3,2,4,发展
13181,12,10,42297.56,3,2,4,发展
13182,159,12,17980.06,1,3,4,保持
13183,32,8,1581.4499999999998,2,1,1,挽留
13184,4,18,62604.840000000004,4,4,4,高价值
13185,34,10,3343.46,2,2,2,挽留
13186,21,11,50777.78,3,2,4,发展
13187,14,11,1836.29,3,2,2,发展
13188,98,7,1675.0,1,1,2,挽留
13189,6,9,2083.97,4,2,2,发展
13190,45,13,11724.75,2,3,3,保持
13191,11,11,2378.3399999999997,3,2,2,发展
13192,41,13,6316.799999999999,2,3,3,保持
13193,25,13,11280.960000000001,2,3,3,保持
13194,15,8,28014.23,3,1,4,一般
13195,7,14,1165.17,4,4,1,发展
13196,50,7,2536.25,1,1,2,挽留
13197,70,15,46567.76,1,4,4,保持
13198,65,10,3006.88,1,2,2,挽留
13199,23,12,1861.5500000000002,3,3,2,发展
13200,25,9,57471.35,2,2,4,一般
13201,25,11,2072.75,2,2,2,挽留
13202,84,7,1689.8899999999999,1,1,2,挽留
13203,12,11,4024.8399999999997,3,2,3,发展
13204,6,14,14190.3,4,4,3,高价值
13205,55,10,1144.56,1,2,1,挽留
13206,2,16,18520.18,4,4,4,高价值
13207,101,7,31342.95,1,1,4,一般
13208,12,16,17709.190000000002,3,4,4,高价值
13209,46,9,840.5600000000001,2,2,1,挽留
13210,71,15,6721.56,1,4,3,保持
13211,18,11,24823.850000000002,3,2,4,发展
13212,3,11,1969.79,4,2,2,发展
13213,1,9,30739.09,4,2,4,发展
13214,7,17,4680.12,4,4,3,高价值
13215,50,12,19959.6,1,3,4,保持
13216,56,10,633.46,1,2,1,挽留
13217,25,7,1103.54,2,1,1,挽留
13218,52,11,3789.62,1,2,3,一般
13219,2,10,15987.0,4,2,4,发展
13220,46,10,4139.41,2,2,3,一般
13221,13,11,4411.14,3,2,3,发展
13222,133,10,3434.58,1,2,2,挽留
13223,56,7,1250.67,1,1,1,挽留
13224,17,14,11954.38,3,4,3,高价值
13225,75,14,8851.72,1,4,3,保持
13226,12,10,993.14,3,2,1,发展
13227,1,13,3704.35,4,3,3,高价值
13228,4,10,19762.25,4,2,4,发展
13229,2,14,3654.5,4,4,3,高价值
13230,53,12,64128.49,1,3,4,保持
13231,12,9,1631.15,3,2,1,发展
13232,14,10,3138.2,3,2,2,发展
13233,16,13,18269.17,3,3,4,高价值
13234,3,18,4895.51,4,4,3,高价值
13235,37,14,61515.14,2,4,4,保持
13236,9,11,1843.37,4,2,2,发展
13237,227,7,803.76,1,1,1,挽留
13238,7,11,3396.7,4,2,2,发展
13239,39,16,2251.3,2,4,2,一般
13240,63,7,1585.11,1,1,1,挽留
13241,55,10,69188.86,1,2,4,一般
13242,17,14,12099.35,3,4,3,高价值
13243,24,11,1631.95,3,2,1,发展
13244,59,5,217.71,1,1,1,挽留
13245,15,8,39303.96,3,1,4,一般
13246,38,8,1260.52,2,1,1,挽留
13247,23,13,4302.990000000001,3,3,3,高价值
13248,26,13,2545.52,2,3,2,一般
13249,43,7,15689.13,2,1,4,一般
13250,17,18,52013.63,3,4,4,高价值
13251,31,10,888.35,2,2,1,挽留
13252,2,11,16589.850000000002,4,2,4,发展
13253,12,11,10736.35,3,2,3,发展
13254,16,12,1653.96,3,3,1,发展
13255,14,17,16090.130000000001,3,4,4,高价值
13256,41,15,964.61,2,4,1,一般
13257,44,16,4357.15,2,4,3,保持
13258,5,17,19025.3,4,4,4,高价值
13259,3,13,3341.36,4,3,2,发展
13260,45,7,9054.1,2,1,3,一般
13261,1,7,20233.36,4,1,4,一般
13262,20,10,2147.46,3,2,2,发展
13263,23,7,17512.36,3,1,4,一般
13264,28,11,2409.88,2,2,2,挽留
13265,13,17,1984.3600000000001,3,4,2,发展
13266,14,9,31301.6,3,2,4,发展
13267,13,10,1383.9,3,2,1,发展
13268,7,16,14462.87,4,4,4,高价值
13269,16,14,5814.530000000001,3,4,3,高价值
13270,2,17,2761.0499999999997,4,4,2,发展
13271,12,12,5749.6900000000005,3,3,3,高价值
13272,12,12,61965.11,3,3,4,高价值
13273,20,11,1985.65,3,2,2,发展
13274,40,12,1685.02,2,3,2,一般
13275,25,14,1912.59,2,4,2,一般
13276,21,14,11554.06,3,4,3,高价值
13277,21,9,383.02,3,2,1,发展
13278,53,8,2671.31,1,1,2,挽留
13279,16,15,3661.83,3,4,3,高价值
13280,78,13,13787.94,1,3,3,保持
13281,55,13,108236.01,1,3,4,保持
13282,4,12,2155.2,4,3,2,发展
13283,4,10,54648.39,4,2,4,发展
13284,26,6,13162.96,2,1,3,一般
13285,35,9,1543.45,2,2,1,挽留
13286,35,10,43834.5,2,2,4,一般
13287,90,15,4560.96,1,4,3,保持
13288,34,15,6199.61,2,4,3,保持
13289,82,10,1973.71,1,2,2,挽留
13290,1,12,6112.620000000001,4,3,3,高价值
13291,49,11,3497.46,2,2,3,一般
13292,13,5,2702.8,3,1,2,一般
13293,14,12,19571.79,3,3,4,高价值
13294,4,10,908.8399999999999,4,2,1,发展
13295,73,11,13627.050000000001,1,2,3,一般
13296,53,12,53541.17,1,3,4,保持
13297,69,10,79919.66,1,2,4,一般
13298,10,9,1317.93,4,2,1,发展
13299,66,6,832.65,1,1,1,挽留
13300,3,9,557.71,4,2,1,发展
13301,9,19,53421.63,4,4,4,高价值
13302,19,10,3413.35,3,2,2,发展
13303,7,14,1013.04,4,4,1,发展
13304,16,11,1129.6,3,2,1,发展
13305,143,11,1621.8,1,2,1,挽留
13306,26,11,74830.36,2,2,4,一般
13307,135,7,1020.96,1,1,1,挽留
13308,14,12,3108.35,3,3,2,发展
13309,50,11,40697.95,1,2,4,一般
13310,101,8,1131.15,1,1,1,挽留
13311,22,9,1608.95,3,2,1,发展
13312,97,10,32253.64,1,2,4,一般
13313,83,7,1165.49,1,1,1,挽留
13314,47,5,370.55,2,1,1,挽留
13315,8,7,2642.56,4,1,2,一般
13316,7,15,2069.56,4,4,2,发展
13317,52,17,66234.04000000001,1,4,4,保持
13318,59,14,1618.21,1,4,1,一般
13319,44,8,1297.6499999999999,2,1,1,挽留
13320,47,12,3223.9399999999996,2,3,2,一般
13321,27,14,13504.509999999998,2,4,3,保持
13322,14,14,2823.2799999999997,3,4,2,发展
13323,51,10,17755.6,1,2,4,一般
13324,7,12,41525.86,4,3,4,高价值
13325,43,8,4186.45,2,1,3,一般
13326,7,16,1365.46,4,4,1,发展
13327,44,9,2706.21,2,2,2,挽留
13328,78,12,3517.76,1,3,3,保持
13329,13,16,7416.49,3,4,3,高价值
13330,12,10,1029.05,3,2,1,发展
13331,7,15,61104.63,4,4,4,高价值
13332,16,12,1884.95,3,3,2,发展
13333,7,14,12124.93,4,4,3,高价值
13334,13,11,1966.1499999999999,3,2,2,发展
13335,14,14,2735.41,3,4,2,发展
13336,64,15,3301.66,1,4,2,一般
13337,7,7,15316.24,4,1,4,一般
13338,22,15,52676.76,3,4,4,高价值
13339,46,9,1253.16,2,2,1,挽留
13340,140,10,12381.9,1,2,3,一般
13341,20,13,22671.379999999997,3,3,4,高价值
13342,31,9,16273.9,2,2,4,一般
13343,61,8,8538.05,1,1,3,一般
13344,33,12,2918.7,2,3,2,一般
13345,76,12,1906.25,1,3,2,一般
13346,84,5,244.91000000000003,1,1,1,挽留
13347,12,11,5228.91,3,2,3,发展
13348,9,12,1732.1999999999998,4,3,2,发展
13349,2,10,20960.9,4,2,4,发展
13350,53,11,19258.09,1,2,4,一般
13351,3,16,15232.01,4,4,4,高价值
13352,39,9,401.65999999999997,2,2,1,挽留
13353,11,13,27114.6,3,3,4,高价值
13354,2,7,1774.75,4,1,2,一般
13355,26,11,51663.899999999994,2,2,4,一般
13356,109,7,56782.200000000004,1,1,4,一般
13357,58,11,42783.38,1,2,4,一般
13358,24,9,899.3000000000001,3,2,1,发展
13359,22,11,2620.2000000000003,3,2,2,发展
13360,11,12,50771.810000000005,3,3,4,高价值
13361,61,12,6402.36,1,3,3,保持
13362,65,7,2082.55,1,1,2,挽留
13363,124,7,1555.3600000000001,1,1,1,挽留
13364,44,15,22885.1,2,4,4,保持
13365,4,11,9788.31,4,2,3,发展
13366,19,12,2835.72,3,3,2,发展
13367,48,16,2161.25,2,4,2,一般
13368,32,15,3036.56,2,4,2,一般
13369,43,11,12741.35,2,2,3,一般
13370,66,10,845.29,1,2,1,挽留
13371,18,17,1679.7800000000002,3,4,2,发展
13372,86,9,1541.51,1,2,1,挽留
13373,17,18,3906.56,3,4,3,高价值
13374,9,7,1364.14,4,1,1,一般
13375,11,13,18272.88,3,3,4,高价值
13376,25,10,73784.7,2,2,4,一般
13377,13,9,749.0500000000001,3,2,1,发展
13378,90,8,920.29,1,1,1,挽留
13379,17,8,1076.75,3,1,1,一般
13380,4,7,2505.16,4,1,2,一般
13381,157,7,520.09,1,1,1,挽留
13382,55,13,35964.25,1,3,4,保持
13383,1,7,1140.27,4,1,1,一般
13384,189,3,9477.4,1,1,3,一般
13385,5,16,43377.82,4,4,4,高价值
13386,3,8,1870.5,4,1,2,一般
13387,73,6,800.25,1,1,1,挽留
13388,2,12,20591.73,4,3,4,高价值
13389,7,11,10876.0,4,2,3,发展
13390,47,14,3770.09,2,4,3,保持
13391,3,6,699.9499999999999,4,1,1,一般
13392,4,14,10094.130000000001,4,4,3,高价值
13393,14,7,1033.0900000000001,3,1,1,一般
13394,26,11,16245.199999999999,2,2,4,一般
13395,44,9,2143.4,2,2,2,挽留
13396,82,10,11232.35,1,2,3,一般
13397,3,10,8746.75,4,2,3,发展
13398,2,21,123508.0,4,4,4,高价值
13399,13,10,33853.06,3,2,4,发展
13400,55,11,1723.66,1,2,2,挽留
13401,35,8,1236.95,2,1,1,挽留
13402,40,7,658.75,2,1,1,挽留
13403,18,13,3856.84,3,3,3,高价值
13404,145,5,30926.8,1,1,4,一般
13405,135,7,2164.9,1,1,2,挽留
13406,126,8,15943.179999999998,1,1,4,一般
13407,7,17,11276.06,4,4,3,高价值
13408,5,13,5249.99,4,3,3,高价值
13409,31,14,10593.26,2,4,3,保持
13410,52,6,1838.9,1,1,2,挽留
13411,55,13,2611.81,1,3,2,一般
13412,69,9,2310.35,1,2,2,挽留
13413,18,8,7178.6900000000005,3,1,3,一般
13414,32,15,6766.59,2,4,3,保持
13415,41,10,3947.55,2,2,3,一般
13416,9,12,4009.5,4,3,3,高价值
13417,23,11,40276.22,3,2,4,发展
13418,19,12,7410.24,3,3,3,高价值
13419,139,10,1835.69,1,2,2,挽留
13420,11,6,280.59,3,1,1,一般
13421,2,16,64525.469999999994,4,4,4,高价值
13422,14,4,724.2,3,1,1,一般
13423,126,5,680.64,1,1,1,挽留
13424,32,12,1814.4599999999998,2,3,2,一般
13425,12,11,5012.05,3,2,3,发展
13426,6,8,2494.05,4,1,2,一般
13427,32,10,239.29,2,2,1,挽留
13428,8,14,2649.42,4,4,2,发展
13429,4,14,3282.24,4,4,2,发展
13430,1,11,1125.59,4,2,1,发展
13431,40,12,2428.4100000000003,2,3,2,一般
13432,9,16,4472.24,4,4,3,高价值
13433,25,8,1364.09,2,1,1,挽留
13434,10,11,643.17,4,2,1,发展
13435,19,9,1251.8500000000001,3,2,1,发展
13436,143,11,1335.71,1,2,1,挽留
13437,15,11,1854.26,3,2,2,发展
13438,13,8,1174.47,3,1,1,一般
13439,45,12,10600.880000000001,2,3,3,保持
13440,19,9,800.15,3,2,1,发展
13441,3,13,7130.74,4,3,3,高价值
13442,28,12,16738.92,2,3,4,保持
13443,51,11,9018.66,1,2,3,一般
13444,7,13,34960.520000000004,4,3,4,高价值
13445,2,17,4281.9,4,4,3,高价值
13446,13,13,2576.16,3,3,2,发展
13447,67,14,13913.400000000001,1,4,3,保持
13448,21,12,3874.25,3,3,3,高价值
13449,23,12,3555.5,3,3,3,高价值
13450,43,11,1186.6100000000001,2,2,1,挽留
13451,81,9,47448.26,1,2,4,一般
13452,8,10,13166.7,4,2,3,发展
13453,35,9,39231.37,2,2,4,一般
13454,56,15,52297.0,1,4,4,保持
13455,21,9,3091.96,3,2,2,发展
13456,42,13,1379.25,2,3,1,一般
13457,35,14,41184.29,2,4,4,保持
13458,36,9,1256.79,2,2,1,挽留
13459,17,15,40867.17,3,4,4,高价值
13460,58,14,32515.4,1,4,4,保持
13461,93,8,5379.23,1,1,3,一般
13462,54,14,4021.02,1,4,3,保持
13463,12,11,1376.8999999999999,3,2,1,发展
13464,47,12,39040.880000000005,2,3,4,保持
13465,11,13,2493.91,3,3,2,发展
13466,29,10,3452.3599999999997,2,2,2,挽留
13467,62,12,4004.6600000000003,1,3,3,保持
13468,2,15,10355.35,4,4,3,高价值
13469,17,9,6727.04,3,2,3,发展
13470,79,13,1731.71,1,3,2,一般
13471,20,7,15679.91,3,1,4,一般
13472,60,10,1319.66,1,2,1,挽留
13473,58,11,9648.56,1,2,3,一般
13474,21,12,71073.47,3,3,4,高价值
13475,19,10,1991.6000000000001,3,2,2,发展
13476,6,9,4857.45,4,2,3,发展
13477,7,14,3261.06,4,4,2,发展
13478,24,16,3570.39,3,4,3,高价值
13479,8,19,90473.14,4,4,4,高价值
13480,5,12,1592.92,4,3,1,发展
13481,184,4,9690.91,1,1,3,一般
13482,35,9,674.78,2,2,1,挽留
13483,22,13,69352.53,3,3,4,高价值
13484,19,15,29261.85,3,4,4,高价值
13485,3,7,4762.75,4,1,3,一般
13486,25,15,11855.73,2,4,3,保持
13487,40,9,9679.45,2,2,3,一般
13488,43,6,613.0,2,1,1,挽留
13489,3,7,662.95,4,1,1,一般
13490,15,15,5420.76,3,4,3,高价值
13491,28,21,4831.9800000000005,2,4,3,保持
13492,18,10,2056.0,3,2,2,发展
13493,19,6,535.1999999999999,3,1,1,一般
13494,9,15,22263.350000000002,4,4,4,高价值
13495,3,13,13904.19,4,3,3,高价值
13496,10,18,3443.7299999999996,4,4,2,发展
13497,6,14,21406.59,4,4,4,高价值
13498,19,15,113055.16,3,4,4,高价值
13499,63,9,9166.41,1,2,3,一般
13500,89,11,1675.8,1,2,2,挽留
13501,20,12,2375.6,3,3,2,发展
13502,74,9,2462.22,1,2,2,挽留
13503,76,16,99536.42,1,4,4,保持
13504,14,11,3004.59,3,2,2,发展
13505,19,14,1538.6499999999999,3,4,1,发展
13506,7,16,3057.46,4,4,2,发展
13507,40,14,19443.48,2,4,4,保持
13508,47,10,662.8,2,2,1,挽留
13509,3,13,1701.92,4,3,2,发展
13510,78,4,887.26,1,1,1,挽留
13511,72,9,2518.06,1,2,2,挽留
13512,6,12,5419.3099999999995,4,3,3,高价值
13513,133,11,3048.0299999999997,1,2,2,挽留
13514,32,11,2761.02,2,2,2,挽留
13515,56,13,4568.55,1,3,3,保持
13516,6,5,12917.99,4,1,3,一般
13517,36,6,742.35,2,1,1,挽留
13518,33,7,696.25,2,1,1,挽留
13519,28,9,50455.1,2,2,4,一般
13520,39,7,3955.0,2,1,3,一般
13521,5,13,1776.53,4,3,2,发展
13522,36,9,29462.54,2,2,4,一般
13523,28,10,50768.21000000001,2,2,4,一般
13524,51,13,2110.38,1,3,2,一般
13525,74,14,44862.79,1,4,4,保持
13526,7,13,12975.15,4,3,3,高价值
13527,9,12,1253.57,4,3,1,发展
13528,75,8,2339.45,1,1,2,挽留
13529,59,11,2425.99,1,2,2,挽留
13530,38,9,1366.1599999999999,2,2,1,挽留
13531,31,15,2213.17,2,4,2,一般
13532,29,17,3887.58,2,4,3,保持
13533,2,9,12750.18,4,2,3,发展
13534,25,6,4844.0,2,1,3,一般
13535,33,9,1583.59,2,2,1,挽留
13536,18,9,1869.15,3,2,2,发展
13537,4,9,2208.1,4,2,2,发展
13538,5,15,53215.37,4,4,4,高价值
13539,112,7,292.2,1,1,1,挽留
13540,4,9,477.01,4,2,1,发展
13541,25,8,1359.6,2,1,1,挽留
13542,11,13,1564.3999999999999,3,3,1,发展
13543,37,8,13585.73,2,1,3,一般
13544,4,14,21464.87,4,4,4,高价值
13545,27,5,259.87,2,1,1,挽留
13546,4,10,1561.11,4,2,1,发展
13547,31,9,3017.69,2,2,2,挽留
13548,51,14,10904.67,1,4,3,保持
13549,40,8,2942.0,2,1,2,挽留
13550,103,16,3252.82,1,4,2,一般
13551,6,12,5926.4,4,3,3,高价值
13552,2,12,2439.44,4,3,2,发展
13553,68,5,1890.96,1,1,2,挽留
13554,86,10,2432.9500000000003,1,2,2,挽留
13555,9,10,721.48,4,2,1,发展
13556,11,17,4060.84,3,4,3,高价值
13557,10,8,1921.7,4,1,2,一般
13558,2,12,8780.89,4,3,3,高价值
13559,65,10,1000.5,1,2,1,挽留
13560,10,15,3176.52,4,4,2,发展
13561,27,9,1102.51,2,2,1,挽留
13562,34,8,1473.3500000000001,2,1,1,挽留
13563,11,6,379.6,3,1,1,一般
13564,1,9,980.66,4,2,1,发展
13565,38,9,13201.140000000001,2,2,3,一般
13566,25,11,1247.96,2,2,1,挽留
13567,41,16,5159.95,2,4,3,保持
13568,33,12,15069.75,2,3,4,保持
13569,22,15,2914.34,3,4,2,发展
13570,13,12,6351.06,3,3,3,高价值
13571,7,13,10367.71,4,3,3,高价值
13572,27,10,2175.19,2,2,2,挽留
13573,32,5,38404.899999999994,2,1,4,一般
13574,26,4,514.55,2,1,1,挽留
13575,72,12,1211.3700000000001,1,3,1,一般
13576,16,16,52113.450000000004,3,4,4,高价值
13577,104,2,515.0,1,1,1,挽留
13578,234,4,1176.2,1,1,1,挽留
13579,15,11,1788.7,3,2,2,发展
13580,11,11,5034.55,3,2,3,发展
13581,21,12,2176.13,3,3,2,发展
13582,6,12,30868.92,4,3,4,高价值
13583,9,14,2999.45,4,4,2,发展
13584,26,11,52722.39,2,2,4,一般
13585,16,7,2212.83,3,1,2,一般
13586,136,7,1919.91,1,1,2,挽留
13587,32,13,2268.3,2,3,2,一般
13588,12,6,289.36,3,1,1,一般
13589,29,12,1496.94,2,3,1,一般
13590,35,11,2696.12,2,2,2,挽留
13591,31,8,3954.95,2,1,3,一般
13592,1,8,1911.26,4,1,2,一般
13593,5,12,3039.37,4,3,2,发展
13594,48,9,1653.6399999999999,2,2,1,挽留
13595,35,9,833.01,2,2,1,挽留
13596,46,7,16210.3,2,1,4,一般
13597,29,14,2589.6499999999996,2,4,2,一般
13598,23,11,16461.5,3,2,4,发展
13599,196,7,10624.51,1,1,3,一般
13600,46,8,1312.76,2,1,1,挽留
13601,138,14,1971.25,1,4,2,一般
13602,6,12,2542.71,4,3,2,发展
13603,7,9,8464.48,4,2,3,发展
13604,28,7,1352.88,2,1,1,挽留
13605,84,13,40026.86,1,3,4,保持
13606,124,9,3055.02,1,2,2,挽留
13607,2,12,19258.52,4,3,4,高价值
13608,2,14,13624.61,4,4,3,高价值
13609,112,7,9763.19,1,1,3,一般
13610,43,15,13299.97,2,4,3,保持
13611,87,8,22924.71,1,1,4,一般
